RA               , DEC                , PMra      , PMdec     , PMCorr , Vlos    , plx                  , Rgc   , Xgc                 , Ygc   , Zgc      , cosphi              , sinphi            , costheta            , sintheta             , ePMra    , ePMdec   , eVlos , eRgc  , Fullname   , Rsun  , cospsi
262.6625         , -31.5955277777778  , -0.005386 , -0.003392 , 0.020  , -39.93  , 0.000138888888888889 , 1     , -0.8                , -0.5  , 0.1795   , 0.208263263041446   , 0.98237584701677  , -0.847998304005088  , -0.52999894000318    , 8.6e-05  , 7.8e-05  , 3.76  , 0.05  , Terzan 4   , 7.2   , -0.775029184027777
262.771666666667 , -29.9816666666667  , 0.002462  , -0.010149 , -0.001 , 40.61   , 0.000121951219512195 , 0.5   , 0.199999999999999   , -0.4  , 0.2795   , 0.568859413464604   , 0.848005545431675 , 0.447213595499957   , -0.894427190999917   , 7.2e-05  , 7e-05    , 1.29  , 0.025 , HP 1       , 8.2   , 0.425558506097562
262.97875        , -67.0483333333333  , -0.005507 , -0.004747 , -0.000 , -14.58  , 0.000131578947368421 , 5.1   , -2                  , -4.1  , -2.3205  , -0.449387464397292  , 0.891310777135461 , -0.438423632021414  , -0.8987684456439     , 5.2e-05  , 5.2e-05  , 0.18  , 0.255 , NGC 6362   , 7.6   , 0.255025538570692
263.616666666667 , -39.0691666666667  , -0.002125 , -0.003124 , -0.006 , -6.54   , 9.1743119266055e-05  , 3.3   , 2.7                 , -1.9  , -0.6205  , -0.17860765932363   , 0.982793052228099 , 0.817806419300766   , -0.575493406174614   , 6.6e-05  , 6.4e-05  , 1.48  , 0.165 , NGC 6380   , 10.9  , 0.913255209202113
263.949166666667 , -30.4697222222222  , -0.002978 , -0.004847 , 0.026  , 57.55   , 0.000149253731343284 , 1.3   , -1.3                , -0.3  , 0.0795   , 0.0748204540258238  , 0.99822936273795  , -0.97439119569462   , -0.224859506698758   , 8.2e-05  , 7.8e-05  , 1.61  , 0.065 , Terzan 1   , 6.7   , -1.00002412456946
264.04375        , -38.5533333333333  , -0.005915 , -0.00055  , 0.013  , -184.72 , 0.000121951219512195 , 1.4   , 0.0999999999999996  , -1.3  , -0.5205  , -0.356152074640025  , 0.928730984644466 , 0.0766964988847368  , -0.997054485501582   , 6.7e-05  , 6.6e-05  , 1.12  , 0.07  , Ton 2      , 8.2   , 0.226462532665505
264.071666666667 , -44.7355           , -0.00133  , -0.002677 , 0.004  , 82.85   , 0.000101010101010101 , 3.1   , 1.6                 , -2.5  , -1.2205  , -0.373913064661073  , 0.924862877648971 , 0.539053696423367   , -0.842271400661512   , 5.8e-05  , 5.7e-05  , 0.48  , 0.155 , NGC 6388   , 9.9   , 0.710648089768655
264.400416666667 , -3.24591666666667  , -0.003639 , -0.005033 , 0.008  , -60.71  , 0.00010752688172043  , 4     , 0.300000000000001   , 3.3   , 2.3795   , 0.58831269319563    , 0.812265760917433 , 0.0905357460425187  , 0.995893206467704    , 5.8e-05  , 5.8e-05  , 0.45  , 0.2   , NGC 6402   , 9.3   , 0.517333061155914
264.6525         , -23.9095           , -0.002834 , 0.001492  , -0.001 , -99.26  , 9.43396226415094e-05 , 2.7   , 2.5                 , 0.6   , 0.6795   , 0.263230072849713   , 0.966803454878439 , 0.972387301980518   , 0.233372952475324    , 6.5e-05  , 6.4e-05  , 3.18  , 0.135 , NGC 6401   , 10.6  , 0.972214880328442
265.175          , -53.6743333333333  , 0.003282  , -0.017617 , 0.001  , 18.39   , 0.000434782608695652 , 6     , -5.9                , -0.8  , -0.5205  , -0.0836582325448057 , 0.996200603253906 , -0.990932088180138  , -0.134363672973578   , 4.3e-05  , 4.3e-05  , 0.1   , 0.3   , NGC 6397   , 2.3   , -0.822841313405797
265.925833333333 , -26.2225           , -0.009254 , -0.005329 , 0.038  , 176.28  , 0.000172413793103448 , 2.2   , -2.2                , 0.2   , 0.1795   , 0.0902383363772075  , 0.996715002876639 , -0.995893206467704  , 0.0905357460425185   , 7e-05    , 6.7e-05  , 1.53  , 0.11  , Pal 6      , 5.8   , -1.00001646747649
266.2275         , 3.17013888888889   , -0.001865 , -0.002994 , 0.019  , -210.51 , 4.85436893203884e-05 , 14.4  , 9.4                 , 9.3   , 5.7795   , 0.401913650154016   , 0.916299777490607 , 0.710877936542854   , 0.703315405303036    , 6.4e-05  , 6.3e-05  , 0.51  , 0.72  , NGC 6426   , 20.6  , 0.956916767377967
266.867916666667 , -33.0655555555556  , -0.005161 , -0.008324 , -0.006 , -359.81 , 7.2992700729927e-05  , 5.7   , 5.6                 , -0.8  , -0.6205  , -0.105433631141861  , 0.994037807273752 , 0.989949493661167   , -0.14142135623731    , 8e-05    , 7.5e-05  , 1.98  , 0.285 , Djorg 1    , 13.7  , 0.999997309194519
267.02           , -24.7791666666667  , -0.001586 , -0.004689 , 0.072  , -81.4   , 0.000144927536231884 , 1.2   , -1.1                , 0.5   , 0.1795   , 0.163724446557855   , 0.989145007379942 , -0.910366477462605  , 0.413802944301184    , 1e-04    , 9.6e-05  , 1.36  , 0.06  , Terzan 5   , 6.9   , -0.902803155193236
267.219583333333 , -20.36025          , -0.001067 , -0.00382  , 0.025  , -69.39  , 0.000117647058823529 , 1.3   , 0.4                 , 1.1   , 0.5795   , 0.459393258314761   , 0.89617670493033  , 0.341743063086705   , 0.939793423488437    , 6.8e-05  , 6.7e-05  , 0.93  , 0.065 , NGC 6440   , 8.5   , 0.449754739819005
267.554166666667 , -37.0514444444444  , -0.002573 , -0.005323 , 0.001  , 17.27   , 8.62068965517241e-05 , 3.9   , 3.5                 , -1.3  , -1.0205  , -0.258358947481546  , 0.964616960076996 , 0.937425272009765   , -0.348186529603627   , 6e-05    , 5.9e-05  , 0.93  , 0.195 , NGC 6441   , 11.6  , 0.947939652409373
267.692916666667 , -31.2753888888889  , -0.00595  , -0.006906 , 0.155  , 137.15  , 0.000147058823529412 , 1.3   , -1.2                , -0.2  , -0.3205  , -0.238461996239244  , 0.967005130416124 , -0.986393923832144  , -0.164398987305357   , 0.000266 , 0.000186 , 1.7   , 0.065 , Terzan 6   , 6.8   , -0.90896042138009
267.715416666667 , -34.5991666666667  , 0.000179  , -0.005884 , 0.006  , -91.16  , 8.62068965517241e-05 , 3.7   , 3.5                 , -0.9  , -0.8205  , -0.215875717674608  , 0.975181369980689 , 0.96849293259685    , -0.249041039810618   , 6.6e-05  , 6.5e-05  , 3.08  , 0.185 , NGC 6453   , 11.6  , 0.981472271085741
269.765          , -44.2659444444444  , -0.003031 , -0.009237 , 0.004  , -134.72 , 8.84955752212389e-05 , 4.2   , 2.9                 , -2.3  , -2.0205  , -0.474279726586003  , 0.877737894959504 , 0.783497679089534   , -0.621394711002044   , 6.1e-05  , 6.1e-05  , 0.26  , 0.21  , NGC 6496   , 11.3  , 0.856822374104509
270.411666666667 , -26.8397222222222  , -0.002197 , -0.007451 , 0.041  , 29.31   , 0.000140845070422535 , 1.1   , -0.9                , 0.4   , -0.2205  , -0.198163581500443  , 0.975842467846249 , -0.913811548620257  , 0.406138466053448    , 7.3e-05  , 7e-05    , 2.96  , 0.055 , Terzan 9   , 7.1   , -0.792600528169014
270.454583333333 , -27.8258333333333  , 0.000515  , -0.003052 , -0.036 , -148.05 , 0.000158730158730159 , 1.8   , -1.8                , 0.3   , -0.3205  , -0.161920579225554  , 0.984924432197386 , -0.986393923832144  , 0.164398987305357    , 7.9e-05  , 7.4e-05  , 1.38  , 0.09  , Djorg 2    , 6.3   , -0.929030875220458
270.460416666667 , -8.95877777777778  , -0.001473 , -0.004228 , 0.016  , -37.07  , 9.43396226415094e-05 , 4.2   , 2                   , 3.5   , 1.2795   , 0.307378253747346   , 0.953139503051161 , 0.496138938356834   , 0.868243142124459    , 6.4e-05  , 6.4e-05  , 1.68  , 0.21  , NGC 6517   , 10.6  , 0.74123517239443
270.901666666667 , -26.0725           , -0.006912 , -0.002409 , 0.074  , -64.11  , 0.000172413793103448 , 2.3   , -2.2                , 0.5   , -0.2205  , -0.088228060772141  , 0.995257889968075 , -0.97513285579146   , 0.221621103588968    , 8.5e-05  , 8e-05    , 3.09  , 0.115 , Terzan 10  , 5.8   , -0.939670923913043
270.891666666667 , -30.0339722222222  , 0.002622  , -0.006427 , 0.003  , -13.9   , 0.00012987012987013  , 0.6   , -0.3                , 0.1   , -0.5205  , -0.820974622046666  , 0.51922994137267  , -0.948683298050514  , 0.316227766016838    , 7e-05    , 6.9e-05  , 0.71  , 0.03  , NGC 6522   , 7.7   , -0.470824702380951
270.960416666667 , 0.297638888888889  , -0.004245 , -0.002896 , 0.007  , -214.85 , 0.000147058823529412 , 3.9   , -2                  , 3.1   , 1.1795   , 0.309826065777654   , 0.952501720613012 , -0.542126869822093  , 0.840296648224244    , 6.5e-05  , 6.4e-05  , 0.46  , 0.195 , NGC 6535   , 6.8   , -0.048084846342383
271.206666666667 , -30.0562777777778  , -0.002316 , -0.00557  , 0.018  , 210.31  , 0.000126582278481013 , 0.6   , -0.0999999999999996 , 0.2   , -0.6205  , -0.90969647857134   , 0.339023860829616 , -0.447213595499957  , 0.894427190999917    , 8e-05    , 7.7e-05  , 0.75  , 0.03  , NGC 6528   , 7.9   , -0.129791165611813
271.206666666667 , -7.58586111111111  , -0.006864 , -0.003477 , 0.009  , 35.69   , 0.000128205128205128 , 3     , -0.8                , 2.8   , 0.8795   , 0.295861884785981   , 0.957292014796264 , -0.274721127897378  , 0.961523947640823    , 6.1e-05  , 6.1e-05  , 0.55  , 0.15  , NGC 6539   , 7.8   , 0.12477734508547
271.535833333333 , -27.7652777777778  , -0.00378  , -0.002808 , 0.029  , -17.98  , 0.000188679245283019 , 2.8   , -2.8                , 0.3   , -0.3205  , -0.105849773622121  , 0.993585562979548 , -0.994309153919809  , 0.106533123634265    , 6.9e-05  , 6.8e-05  , 0.84  , 0.14  , NGC 6540   , 5.3   , -0.945768876347709
271.835416666667 , -24.9973333333333  , -0.00235  , -0.018554 , 0.001  , -38.12  , 0.000333333333333333 , 5.1   , -5.1                , 0.3   , -0.1205  , -0.0195685647703267 , 0.999721950301648 , -0.998274373174996  , 0.0587220219514703   , 6e-05    , 5.9e-05  , 0.76  , 0.255 , NGC 6544   , 3     , -0.947399354575163
272.009583333333 , -43.7148888888889  , 0.000353  , -0.008848 , -0.007 , -163.97 , 0.000133333333333333 , 2.1   , -0.7                , -1.4  , -1.5205  , -0.687385236384044  , 0.71728538713276  , -0.447213595499958  , -0.894427190999916   , 5.6e-05  , 5.6e-05  , 0.46  , 0.105 , NGC 6541   , 7.5   , -0.106045087301587
272.275          , -46.4230555555556  , -0.000552 , -0.002724 , 0.085  , 93.2    , 4.67289719626168e-05 , 14    , 12.4                , -4.7  , -4.7205  , -0.333902229159979  , 0.942090548662046 , 0.935083726308046   , -0.354426896261921   , 8.2e-05  , 7.5e-05  , 0.34  , 0.7   , ESO 280-06 , 21.4  , 0.984578737900534
272.323333333333 , -25.9086944444444  , 0.000248  , -0.000413 , 0.003  , 0.72    , 0.000166666666666667 , 2.2   , -2.1                , 0.5   , -0.3205  , -0.137465500697242  , 0.989157439944925 , -0.972806214685367  , 0.23162052730604     , 6.2e-05  , 6.2e-05  , 0.4   , 0.11  , NGC 6553   , 6     , -0.877288645833333
272.573333333333 , -31.7638888888889  , -0.001795 , -0.00412  , 0.003  , -195.7  , 0.000135135135135135 , 1     , -0.7                , 0     , -0.8205  , -0.741752485043322  , 0.649033424412906 , -1                  , 0                    , 6.6e-05  , 6.6e-05  , 0.7   , 0.05  , NGC 6558   , 7.4   , -0.556785152027026
272.684166666667 , -7.20761111111111  , -0.002583 , -0.004379 , 0.009  , 155.06  , 0.000185185185185185 , 3.7   , -3                  , 2     , 0.4795   , 0.137464764124191   , 0.991272511238669 , -0.832050294337844  , 0.554700196225229    , 5.9e-05  , 5.9e-05  , 0.69  , 0.185 , IC 1276    , 5.4   , -0.529289796046046
273.065833333333 , -22.7419444444445  , -0.006151 , -0.002679 , 0.049  , 94.77   , 0.000208333333333333 , 3.4   , -3.3                , 0.7   , -0.2205  , -0.0591606714676344 , 0.997870605989895 , -0.978234125102441  , 0.207504208355063    , 6.9e-05  , 6.7e-05  , 0.97  , 0.17  , Terzan 12  , 4.8   , -0.900748169424019
273.411666666667 , -31.8268888888889  , -0.004109 , -0.007263 , 0.005  , -49.83  , 9.1743119266055e-05  , 3.1   , 2.8                 , 0.1   , -1.3205  , -0.419710493137895  , 0.904568173052734 , 0.99936285434755    , 0.0356915305124125   , 6.2e-05  , 6.2e-05  , 0.5   , 0.155 , NGC 6569   , 10.9  , 0.953234385173129
273.5275         , -28.635            , 0.003597  , -0.003566 , 0.037  , -29.38  , 0.000153846153846154 , 1.7   , -1.5                , 0.4   , -0.6205  , -0.358887862649374  , 0.928572979356044 , -0.966234939601246  , 0.257662650560332    , 7.1e-05  , 6.9e-05  , 0.6   , 0.085 , BH 261     , 6.5   , -0.853412680995475
274.656666666667 , -52.2157777777778  , -5.5e-05  , -0.007185 , -0.000 , 260.64  , 7.40740740740741e-05 , 7     , 4.3                 , -4    , -3.8205  , -0.54238016734503   , 0.838236950832473 , 0.732186738163084   , -0.681103942477287   , 6.1e-05  , 6.1e-05  , 1.58  , 0.35  , NGC 6584   , 13.5  , 0.884918411375661
275.91875        , -30.3610277777778  , 0.000103  , -0.006907 , 0.002  , 54.26   , 0.000126582278481013 , 1.2   , -0.2                , 0.4   , -1.1205  , -0.911766348436684  , 0.370685733582034 , -0.447213595499958  , 0.894427190999916    , 6.4e-05  , 6.4e-05  , 0.45  , 0.06  , NGC 6624   , 7.9   , -0.0079335574894509
276.136666666667 , -24.8697777777778  , -0.000319 , -0.008921 , -0.003 , 11.11   , 0.000181818181818182 , 2.7   , -2.6                , 0.7   , -0.5205  , -0.182320084124711  , 0.981823700662196 , -0.96561575852067   , 0.259973473447873    , 6.1e-05  , 6.1e-05  , 0.6   , 0.135 , NGC 6626   , 5.5   , -0.89092324074074
277.73375        , -25.4974722222222  , -0.002537 , -0.004078 , 0.013  , 8.63    , 0.000106382978723404 , 2.2   , 1.3                 , 1.3   , -1.2205  , -0.543793107518456  , 0.833126220092413 , 0.707106781186548   , 0.707106781186547    , 6.4e-05  , 6.4e-05  , 2     , 0.11  , NGC 6638   , 9.4   , 0.705985970744681
277.84625        , -32.3480833333333  , -0.005115 , -0.005794 , 0.011  , 46.63   , 0.000113636363636364 , 1.7   , 0.6                 , 0.3   , -1.6205  , -0.91227418907459   , 0.38248258141674  , 0.894427190999916   , 0.447213595499958    , 6.2e-05  , 6.2e-05  , 1.45  , 0.085 , NGC 6637   , 8.8   , 0.545774724264707
277.975416666667 , -23.4751944444444  , -0.000191 , -0.003895 , 0.004  , -33.23  , 0.000123456790123457 , 1.7   , 0                   , 1.4   , -0.9205  , -0.537151175225313  , 0.835568494794931 , 0                   , 1                    , 6.5e-05  , 6.5e-05  , 1.13  , 0.085 , NGC 6642   , 8.1   , 0.16338343318809
278.94           , -32.9907222222222  , -0.005507 , -0.004201 , 0.001  , -99.04  , 1e-04                , 2.7   , 1.8                 , 0.3   , -2.0205  , -0.734598401108239  , 0.670258144361727 , 0.986393923832144   , 0.164398987305357    , 6.3e-05  , 6.3e-05  , 0.51  , 0.135 , NGC 6652   , 10    , 0.80165888425926
279.099583333333 , -23.90475          , 0.009831  , -0.005551 , 0.008  , -147.76 , 0.0003125            , 4.9   , -4.8                , 0.6   , -0.4205  , -0.0823791630083171 , 0.996243067893231 , -0.992277876713668  , 0.124034734589208    , 4.7e-05  , 4.7e-05  , 0.3   , 0.245 , NGC 6656   , 3.2   , -0.948674115114795
280.374583333333 , -19.8258333333333  , -0.002031 , -0.005634 , 0.015  , -41.14  , 7.8125e-05           , 5.5   , 4.3                 , 3.1   , -1.5205  , -0.272000271530391  , 0.961238680204808 , 0.811176378747386   , 0.584801575376022    , 6.3e-05  , 6.3e-05  , 1.81  , 0.275 , Pal 8      , 12.8  , 0.923931674360796
280.802916666667 , -32.2921111111111  , 0.001454  , -0.004691 , 0.009  , 216.62  , 0.000111111111111111 , 2.2   , 0.800000000000001   , 0.4   , -2.0205  , -0.905133036584554  , 0.404787799696774 , 0.894427190999916   , 0.447213595499958    , 6.1e-05  , 6.1e-05  , 0.84  , 0.11  , NGC 6681   , 9     , 0.551504539141414
283.267916666667 , -8.70611111111111  , 0.003348  , -0.004388 , 0.006  , -107.45 , 0.000144927536231884 , 3.5   , -1.7                , 3     , -0.5205  , -0.143379408405765  , 0.988798290925747 , -0.49301257198088   , 0.870022185848612    , 6.2e-05  , 6.2e-05  , 0.29  , 0.175 , NGC 6712   , 6.9   , -0.0857229865424427
283.76375        , -30.4798611111111  , -0.00272  , -0.001351 , 0.009  , 143.06  , 3.77358490566038e-05 , 18.9  , 17.6                , 2.5   , -6.5205  , -0.343283137907231  , 0.938835553072867 , 0.990061687405807   , 0.140633762415598    , 5.8e-05  , 5.7e-05  , 0.56  , 0.945 , NGC 6715   , 26.5  , 0.993770170460218
283.775          , -22.7014722222222  , -0.003105 , -0.004954 , 0.022  , 32.45   , 0.000140845070422535 , 2.4   , -1.2                , 1.6   , -1.3205  , -0.542433761675985  , 0.834513479501515 , -0.6                , 0.8                  , 6.4e-05  , 6.4e-05  , 1.44  , 0.12  , NGC 6717   , 7.1   , -0.229765852406103
284.887916666667 , -36.63225          , 0.001025  , -0.002442 , 0.004  , -94.18  , 0.000114942528735632 , 2.6   , 0.300000000000001   , 0     , -2.6205  , -0.985738488887314  , 0.113739056410075 , 1                   , 0                    , 5.8e-05  , 5.7e-05  , 0.26  , 0.13  , NGC 6723   , 8.7   , 0.407815644341291
286.31375        , 1.90083333333333   , -0.002869 , -0.005989 , 0.011  , -58.44  , 0.000126582278481013 , 5     , -1.6                , 4.7   , -0.3205  , -0.060298955304919  , 0.997922914345442 , -0.322263797804304  , 0.946649906050144    , 6.1e-05  , 6.1e-05  , 0.96  , 0.25  , NGC 6749   , 7.9   , 0.296323794303798
287.717083333333 , -59.9845555555556  , -0.003171 , -0.004055 , 0.004  , -26.28  , 0.00025              , 5.2   , -4.7                , -1.4  , -1.7205  , -0.327103855084386  , 0.943613795343932 , -0.958385683586268  , -0.285476586600165   , 4.3e-05  , 4.3e-05  , 0.16  , 0.26  , NGC 6752   , 4     , -0.503856256009615
287.8            , 1.03047222222222   , -0.00113  , -0.003564 , 0.009  , -0.42   , 0.000135135135135135 , 4.8   , -2.1                , 4.3   , -0.5205  , -0.103871968739607  , 0.99413668452055  , -0.438835298505001  , 0.898567515986432    , 6e-05    , 6e-05    , 1.63  , 0.24  , NGC 6760   , 7.4   , 0.194250841075451
289.147916666667 , 30.1834722222222   , -0.002015 , 0.001643  , 0.004  , -136.97 , 0.000106382978723404 , 9.2   , -3.7                , 8.3   , 1.3795   , 0.152315226269767   , 0.988673112783692 , -0.407159230394715  , 0.913357192507063    , 5.9e-05  , 5.9e-05  , 0.45  , 0.46  , NGC 6779   , 9.4   , 0.630201085511101
289.50875        , 18.5716666666667   , -0.004252 , -0.006931 , 0.005  , -31.7   , 0.000169491525423729 , 6.4   , -4.4                , 4.7   , 0.2795   , 0.0465532620522141  , 0.999058986742874 , -0.683424288081133  , 0.73002139863212     , 6.4e-05  , 6.3e-05  , 0.23  , 0.32  , Pal 10     , 5.9   , 0.155847189486229
292.18375        , -30.3556388888889  , -0.002381 , -0.00151  , 0.013  , 123.01  , 3.4965034965035e-05  , 21.4  , 18.4                , 4     , -10.2205 , -0.476085571987313  , 0.878880275380976 , 0.977176363922801   , 0.212429644331044    , 6.7e-05  , 6.6e-05  , 0.33  , 1.07  , Arp 2      , 28.6  , 0.990065665438534
294.99875        , -30.96475          , -0.003421 , -0.00927  , 0.010  , 174.4   , 0.000185185185185185 , 3.9   , -3.1                , 0.8   , -2.1205  , -0.546857935988901  , 0.833714120086436 , -0.968277323709357  , 0.24987801902177     , 5e-05    , 5e-05    , 0.24  , 0.195 , NGC 6809   , 5.4   , -0.466059360161443
296.31           , -8.00722222222222  , -0.001821 , -0.004934 , 0.027  , -67.64  , 7.46268656716418e-05 , 8.2   , 3                   , 6.8   , -3.6205  , -0.435451239455116  , 0.899008639295883 , 0.403640206576294   , 0.914917801572932    , 6.6e-05  , 6.4e-05  , 0.76  , 0.41  , Pal 11     , 13.4  , 0.831814614807063
298.443333333333 , 18.7791944444444   , -0.003412 , -0.002609 , 0.005  , -22.27  , 0.00025              , 6.7   , -5.8                , 3.4   , -0.3205  , -0.0445716913530691 , 0.998865647106819 , -0.862697970097658  , 0.50571949971242     , 5.4e-05  , 5.4e-05  , 0.19  , 0.335 , NGC 6838   , 4     , -0.0580302285447759
301.519166666667 , -21.9211666666667  , -0.00056  , -0.002795 , 0.009  , -189.08 , 4.78468899521531e-05 , 14.7  , 9.6                 , 6.5   , -9.1205  , -0.616905174672412  , 0.785946187139169 , 0.828047866431646   , 0.560657409563094    , 6.2e-05  , 6.1e-05  , 1.12  , 0.735 , NGC 6864   , 20.9  , 0.958401815822022
308.547083333333 , 7.40447222222222   , -0.002632 , -0.004665 , 0.009  , -406.22 , 6.41025641025641e-05 , 12.8  , 1.1                 , 11.7  , -5.1205  , -0.397855711418413  , 0.916752831803295 , 0.0936043099201439  , 0.995609478241531    , 6e-05    , 6e-05    , 0.73  , 0.64  , NGC 6934   , 15.6  , 0.859373947691306
313.365416666667 , -12.5373055555556  , -0.001231 , -0.003292 , 0.016  , -331.39 , 5.88235294117647e-05 , 12.9  , 3.7                 , 8.3   , -9.2205  , -0.710646961531005  , 0.701945695875086 , 0.407159230394715   , 0.913357192507063    , 6.2e-05  , 6e-05    , 1.47  , 0.645 , NGC 6981   , 17    , 0.892406702576379
315.372083333333 , 16.1873333333333   , -0.000102 , -0.000569 , -0.013 , -383.47 , 2.42718446601942e-05 , 38.5  , 9.2                 , 34.8  , -13.7205 , -0.355642414006593  , 0.934419428737534 , 0.25558711146795    , 0.966786030335291    , 6.7e-05  , 6.8e-05  , 0.73  , 1.925 , NGC 7006   , 41.2  , 0.982123811546463
322.492916666667 , 12.167             , -0.000635 , -0.003769 , 0.001  , -106.76 , 9.61538461538461e-05 , 10.4  , -4.1                , 8.3   , -4.8205  , -0.459889075069477  , 0.886956388904532 , -0.442887523222738  , 0.896577181158225    , 5.1e-05  , 5.1e-05  , 0.25  , 0.52  , NGC 7078   , 10.4  , 0.704140069110577
323.3625         , 0.82325            , 0.003518  , -0.002151 , 0.013  , -3.72   , 8.69565217391305e-05 , 10.4  , -2.4                , 7.5   , -6.7205  , -0.64718406121012   , 0.760648259645303 , -0.304775727103784  , 0.952424147199324    , 5.4e-05  , 5.4e-05  , 0.34  , 0.52  , NGC 7089   , 11.5  , 0.737498243102007
325.092083333333 , -23.1798611111111  , -0.000693 , -0.007272 , 0.031  , -185.19 , 0.000123456790123457 , 7.1   , -3.1                , 2.5   , -5.9205  , -0.826876342700574  , 0.558136142660575 , -0.778413039475329  , 0.627752451189782    , 5.5e-05  , 5.5e-05  , 0.17  , 0.355 , NGC 7099   , 8.1   , 0.452265516866632
346.685          , 12.772             , 0.001615  , 0.000142  , 0.016  , 25.87   , 3.84615384615385e-05 , 26.9  , -7                  , 19.1  , -17.6205 , -0.65396697552982   , 0.755863963590997 , -0.344110202575977  , 0.938929267028736    , 0.000101 , 8.9e-05  , 0.27  , 1.345 , Pal 13     , 26    , 0.954825264333715
347.110833333333 , -15.6115           , 0.000799  , -0.002273 , 0.009  , -176.7  , 3.80228136882129e-05 , 25.3  , -1                  , 9.4   , -23.5205 , -0.927056737848218  , 0.372915154447718 , -0.105786054593523  , 0.994388913179112    , 6.5e-05  , 6.4e-05  , 0.27  , 1.265 , NGC 7492   , 26.3  , 0.952659026848916
272.402083333333 , -20.7788888888889  ,           ,           ,        , -238    , 0.000204081632653061 , 3.2   , -3.1                , 0.8   , -0.1205  , -0.0312126521280495 , 0.999292446778368 , -0.968277323709357  , 0.24987801902177     ,          ,          , 36    , 0.16  , 2MS-GC02   , 4.9   , -0.948674115114795
268.613333333333 , -24.1452777777778  ,           ,           ,        , 57      , 0.000128205128205128 , 0.7   , -0.2                , 0.7   , 0.0795   , 0.136548804586841   , 0.994090302642094 , -0.274721127897378  , 0.961523947640823    ,          ,          , 6     , 0.035 , UKS 1      , 7.8   , -0.244543978937728
263.352083333333 , -33.389            ,           ,           ,        , 52      , 0.000121951219512195 , 0.8   , 0.199999999999999   , -0.7  , -0.0205  , 0                   , 0.999603773353655 , 0.274721127897377   , -0.961523947640823   ,          ,          , 15    , 0.04  , Liller 1   , 8.2   , 0.295699676067074
119.570833333333 , 26.255             ,           ,           ,        ,         , 2.88184438040346e-05 , 41.9  , -38.2               , -8.2  , 14.9795  , 0.358479954952659   , 0.933725407568947 , -0.977727439508165  , -0.209878665025313   ,          ,          ,       , 2.095 , Ko 2       , 34.7  , 0.995818086066729
179.827083333333 , 12.26              ,           ,           ,        ,         , 2.0703933747412e-05  , 49.3  , -10.5               , -15.7 , 45.5795  , 0.924238305845826   , 0.382820358463544 , -0.555921403463208  , -0.831234860416415   ,          ,          ,       , 2.465 , Ko 1       , 48.3  , 0.986771231978548
209.090416666667 , -27.1675           ,           ,           ,        ,         , 3.1055900621118e-05  , 27.8  , 12.7                , -17.2 , 17.7795  , 0.640121879973551   , 0.768887023779258 , 0.593996463284362   , -0.804467651062285   ,          ,          ,       , 1.39  , AM 4       , 32.2  , 0.975065675270343
272.090833333333 , -19.8297222222222  ,           ,           ,        ,         , 0.000277777777777778 , 4.5   , -4.5                , 0.7   , -0.0205  , 0                   , 0.999989868765344 , -0.988116468954883  , 0.153707006281871    ,          ,          ,       , 0.225 , 2MS-GC01   , 3.6   , -0.950321612654321
274.627083333333 , -16.9772222222222  ,           ,           ,        ,         , 0.000181818181818182 , 3     , -2.6                , 1.4   , -0.1205  , -0.0338361134140567 , 0.999168455209075 , -0.880471099922175  , 0.474099823035018    ,          ,          ,       , 0.15  , GLIMPSE02  , 5.5   , -0.750012734848485
282.207083333333 , -1.49722222222222  ,           ,           ,        ,         , 0.000238095238095238 , 4.9   , -4.4                , 2.2   , -0.0205  , 0                   , 0.999991317261847 , -0.894427190999916  , 0.447213595499958    ,          ,          ,       , 0.245 , GLIMPSE01  , 4.2   , -0.543013125607385
